file,rule,redacted,severity,line,context
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,PasswordAssignment,"api_**********890""",Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,PasswordAssignmentLoose,"api_**********890""",Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,APIKeyGeneric,sk-a**********7890,Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,HighEntropyString,api_**********7890,Low,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,PasswordAssignment,"api_**********890""",Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,PasswordAssignmentLoose,"api_**********890""",Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,APIKeyGeneric,sk-a**********7890,Medium,23,"    ""match"": ""sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,APIKeyGeneric,sk-a**********7890,Medium,25,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,HighEntropyString,api_**********7890,Low,25,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,PasswordAssignment,"api_**********890""",Medium,25,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,PasswordAssignmentLoose,"api_**********890""",Medium,25,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,APIKeyGeneric,sk-a**********7890,Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,HighEntropyString,api_**********7890,Low,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,PasswordAssignment,"api_**********890""",Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,PasswordAssignmentLoose,"api_**********890""",Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,APIKeyGeneric,sk-a**********7890,Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,HighEntropyString,api_**********7890,Low,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,PasswordAssignment,"api_**********890""",Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.1\credaudit_project_021\out\report_20250904_235131.json,PasswordAssignmentLoose,"api_**********890""",Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,28,   src/lxml/isoschematron/resources/xsl/RNG2Schtrn.xsl and
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,29,   src/lxml/isoschematron/resources/xsl/XSD2Schtrn.xsl)
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,com/**********rces,Low,6,http://opensource.adobe.com/wiki/display/cmap/CMap+Resources
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,27,    python tools/conv_cmap.py pdfminer/cmap Adobe-CNS1 cmaprsrc/cid2code_Adobe_CNS1.txt
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,28,    reading 'cmaprsrc/cid2code_Adobe_CNS1.txt'...
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\.venv\Lib\site-packages\pip-25.2.dist-info\licenses\src\pip\_vendor\cachecontrol\LICENSE.txt,HighEntropyString,org/**********SE-2,Low,7,    http://www.apache.org/licenses/LICENSE-2.0
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignment,"pass**********123""",Medium,5,"    ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignmentLoose,"pass**********123""",Medium,5,"    ""match"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignment,"pass**********123""",Medium,7,"    ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignmentLoose,"pass**********123""",Medium,7,"    ""context"": ""password: secret123"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,APIKeyGeneric,sk-a**********7890,Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,HighEntropyString,api_**********7890,Low,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignment,"api_**********890""",Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignmentLoose,"api_**********890""",Medium,14,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,APIKeyGeneric,sk-a**********7890,Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,HighEntropyString,api_**********7890,Low,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignment,"api_**********890""",Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignmentLoose,"api_**********890""",Medium,16,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,APIKeyGeneric,sk-a**********7890,Medium,23,"    ""match"": ""sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,APIKeyGeneric,sk-a**********7890,Medium,25,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,HighEntropyString,api_**********7890,Low,25,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignment,"api_**********890""",Medium,25,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignmentLoose,"api_**********890""",Medium,25,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,APIKeyGeneric,sk-a**********7890,Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,HighEntropyString,api_**********7890,Low,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignment,"api_**********890""",Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignmentLoose,"api_**********890""",Medium,32,"    ""match"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,APIKeyGeneric,sk-a**********7890,Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,HighEntropyString,api_**********7890,Low,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignment,"api_**********890""",Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\out\report_20250905_010810.json,PasswordAssignmentLoose,"api_**********890""",Medium,34,"    ""context"": ""api_key=sk-abcde1234567890"","
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\tests\config.env,SlackWebhook,http**********XXXX,Medium,4,SLACK_WEBHOOK=https://hooks.slack.com/services/T00000000/B00000000/XXXXXXXXXXXXXXXXXXXXXXXX
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\tests\secrets.txt,PasswordAssignment,pass**********t123,Medium,3,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\tests\secrets.txt,PasswordAssignmentLoose,pass**********t123,Medium,3,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\tests\secrets.txt,APIKeyGeneric,sk-a**********7890,Medium,4,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\tests\secrets.txt,HighEntropyString,api_**********7890,Low,4,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\tests\secrets.txt,PasswordAssignment,api_**********7890,Medium,4,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\tests\secrets.txt,PasswordAssignmentLoose,api_**********7890,Medium,4,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\tests\service-account.json,HighEntropyString,abcd**********7890,Low,1,"{ ""private_key_id"": ""abcd1234efgh5678ijkl9012mnop3456qrst7890"", ""private_key"": ""-----BEGIN PRIVATE KEY-----\nMIIB...\n-----END PRIVATE KEY-----\n"" }"
C:\Users\Dell\Downloads\CredAudit-0.2.2-full\credaudit_project_022_full\tests\service-account.json,PrivateKey,----**********----,High,1,"{ ""private_key_id"": ""abcd1234efgh5678ijkl9012mnop3456qrst7890"", ""private_key"": ""-----BEGIN PRIVATE KEY-----\nMIIB...\n-----END PRIVATE KEY-----\n"" }"
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\.venv\Lib\site-packages\credaudit-0.2.3.dist-info\direct_url.json,HighEntropyString,/Use**********it-0,Low,1,"{""dir_info"": {}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.2.3-full/credaudit_project_023_full""}"
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\.venv\Lib\site-packages\credaudit-0.2.3.dist-info\direct_url.json,HighEntropyString,3-fu**********full,Low,1,"{""dir_info"": {}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.2.3-full/credaudit_project_023_full""}"
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,28,   src/lxml/isoschematron/resources/xsl/RNG2Schtrn.xsl and
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,29,   src/lxml/isoschematron/resources/xsl/XSD2Schtrn.xsl)
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,com/**********rces,Low,6,http://opensource.adobe.com/wiki/display/cmap/CMap+Resources
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,27,    python tools/conv_cmap.py pdfminer/cmap Adobe-CNS1 cmaprsrc/cid2code_Adobe_CNS1.txt
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,28,    reading 'cmaprsrc/cid2code_Adobe_CNS1.txt'...
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\.venv\Lib\site-packages\pip-25.2.dist-info\licenses\src\pip\_vendor\cachecontrol\LICENSE.txt,HighEntropyString,org/**********SE-2,Low,7,    http://www.apache.org/licenses/LICENSE-2.0
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\tests\secrets.txt,PasswordAssignment,pass**********t123,Medium,2,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\tests\secrets.txt,PasswordAssignmentLoose,pass**********t123,Medium,2,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\tests\secrets.txt,APIKeyGeneric,sk-a**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\tests\secrets.txt,HighEntropyString,api_**********7890,Low,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\tests\secrets.txt,PasswordAssignment,api_**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.3-full\credaudit_project_023_full\tests\secrets.txt,PasswordAssignmentLoose,api_**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\.venv\Lib\site-packages\credaudit-0.2.4.dist-info\direct_url.json,HighEntropyString,/Use**********it-0,Low,1,"{""dir_info"": {}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.2.4-full/credaudit_project_024_full""}"
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\.venv\Lib\site-packages\credaudit-0.2.4.dist-info\direct_url.json,HighEntropyString,4-fu**********full,Low,1,"{""dir_info"": {}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.2.4-full/credaudit_project_024_full""}"
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,28,   src/lxml/isoschematron/resources/xsl/RNG2Schtrn.xsl and
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,29,   src/lxml/isoschematron/resources/xsl/XSD2Schtrn.xsl)
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,com/**********rces,Low,6,http://opensource.adobe.com/wiki/display/cmap/CMap+Resources
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,27,    python tools/conv_cmap.py pdfminer/cmap Adobe-CNS1 cmaprsrc/cid2code_Adobe_CNS1.txt
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,28,    reading 'cmaprsrc/cid2code_Adobe_CNS1.txt'...
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\.venv\Lib\site-packages\pip-25.2.dist-info\licenses\src\pip\_vendor\cachecontrol\LICENSE.txt,HighEntropyString,org/**********SE-2,Low,7,    http://www.apache.org/licenses/LICENSE-2.0
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\tests\secrets.txt,PasswordAssignment,pass**********t123,Medium,2,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\tests\secrets.txt,PasswordAssignmentLoose,pass**********t123,Medium,2,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\tests\secrets.txt,APIKeyGeneric,sk-a**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\tests\secrets.txt,HighEntropyString,api_**********7890,Low,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\tests\secrets.txt,PasswordAssignment,api_**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.4-full\credaudit_project_024_full\tests\secrets.txt,PasswordAssignmentLoose,api_**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\.venv\Lib\site-packages\credaudit-0.2.5.dist-info\direct_url.json,HighEntropyString,/Use**********it-0,Low,1,"{""dir_info"": {}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.2.5-full/credaudit_project_025_full""}"
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\.venv\Lib\site-packages\credaudit-0.2.5.dist-info\direct_url.json,HighEntropyString,5-fu**********full,Low,1,"{""dir_info"": {}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.2.5-full/credaudit_project_025_full""}"
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,28,   src/lxml/isoschematron/resources/xsl/RNG2Schtrn.xsl and
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,29,   src/lxml/isoschematron/resources/xsl/XSD2Schtrn.xsl)
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,com/**********rces,Low,6,http://opensource.adobe.com/wiki/display/cmap/CMap+Resources
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,27,    python tools/conv_cmap.py pdfminer/cmap Adobe-CNS1 cmaprsrc/cid2code_Adobe_CNS1.txt
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,28,    reading 'cmaprsrc/cid2code_Adobe_CNS1.txt'...
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\.venv\Lib\site-packages\pip-25.2.dist-info\licenses\src\pip\_vendor\cachecontrol\LICENSE.txt,HighEntropyString,org/**********SE-2,Low,7,    http://www.apache.org/licenses/LICENSE-2.0
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\tests\secrets.txt,PasswordAssignment,pass**********t123,Medium,2,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\tests\secrets.txt,PasswordAssignmentLoose,pass**********t123,Medium,2,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\tests\secrets.txt,APIKeyGeneric,sk-a**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\tests\secrets.txt,HighEntropyString,api_**********7890,Low,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\tests\secrets.txt,PasswordAssignment,api_**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.5-full\credaudit_project_025_full\tests\secrets.txt,PasswordAssignmentLoose,api_**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\.venv#\Lib\site-packages\pip-25.2.dist-info\licenses\src\pip\_vendor\cachecontrol\LICENSE.txt,HighEntropyString,org/**********SE-2,Low,7,    http://www.apache.org/licenses/LICENSE-2.0
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\.venv\Lib\site-packages\credaudit-0.2.6.dist-info\direct_url.json,HighEntropyString,/Use**********it-0,Low,1,"{""dir_info"": {}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.2.6-full/credaudit_project_026_full""}"
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\.venv\Lib\site-packages\credaudit-0.2.6.dist-info\direct_url.json,HighEntropyString,6-fu**********full,Low,1,"{""dir_info"": {}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.2.6-full/credaudit_project_026_full""}"
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,28,   src/lxml/isoschematron/resources/xsl/RNG2Schtrn.xsl and
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,29,   src/lxml/isoschematron/resources/xsl/XSD2Schtrn.xsl)
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,com/**********rces,Low,6,http://opensource.adobe.com/wiki/display/cmap/CMap+Resources
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,27,    python tools/conv_cmap.py pdfminer/cmap Adobe-CNS1 cmaprsrc/cid2code_Adobe_CNS1.txt
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,28,    reading 'cmaprsrc/cid2code_Adobe_CNS1.txt'...
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\.venv\Lib\site-packages\pip-25.2.dist-info\licenses\src\pip\_vendor\cachecontrol\LICENSE.txt,HighEntropyString,org/**********SE-2,Low,7,    http://www.apache.org/licenses/LICENSE-2.0
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\tests\secrets.txt,PasswordAssignment,pass**********t123,Medium,2,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\tests\secrets.txt,PasswordAssignmentLoose,pass**********t123,Medium,2,password: secret123
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\tests\secrets.txt,APIKeyGeneric,sk-a**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\tests\secrets.txt,HighEntropyString,api_**********7890,Low,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\tests\secrets.txt,PasswordAssignment,api_**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.6-full\credaudit_project_026_full\tests\secrets.txt,PasswordAssignmentLoose,api_**********7890,Medium,3,api_key=sk-abcde1234567890
C:\Users\Dell\Downloads\CredAudit-0.2.7-full\credaudit_project_027_full\.venv\Lib\site-packages\credaudit-0.2.7.dist-info\direct_url.json,HighEntropyString,/Use**********it-0,Low,1,"{""dir_info"": {""editable"": true}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.2.7-full/credaudit_project_027_full""}"
C:\Users\Dell\Downloads\CredAudit-0.2.7-full\credaudit_project_027_full\.venv\Lib\site-packages\credaudit-0.2.7.dist-info\direct_url.json,HighEntropyString,7-fu**********full,Low,1,"{""dir_info"": {""editable"": true}, ""url"": ""file:///C:/Users/Dell/Downloads/CredAudit-0.2.7-full/credaudit_project_027_full""}"
C:\Users\Dell\Downloads\CredAudit-0.2.7-full\credaudit_project_027_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,28,   src/lxml/isoschematron/resources/xsl/RNG2Schtrn.xsl and
C:\Users\Dell\Downloads\CredAudit-0.2.7-full\credaudit_project_027_full\.venv\Lib\site-packages\lxml-6.0.1.dist-info\licenses\LICENSES.txt,HighEntropyString,src/**********htrn,Low,29,   src/lxml/isoschematron/resources/xsl/XSD2Schtrn.xsl)
C:\Users\Dell\Downloads\CredAudit-0.2.7-full\credaudit_project_027_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,com/**********rces,Low,6,http://opensource.adobe.com/wiki/display/cmap/CMap+Resources
C:\Users\Dell\Downloads\CredAudit-0.2.7-full\credaudit_project_027_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,27,    python tools/conv_cmap.py pdfminer/cmap Adobe-CNS1 cmaprsrc/cid2code_Adobe_CNS1.txt
C:\Users\Dell\Downloads\CredAudit-0.2.7-full\credaudit_project_027_full\.venv\Lib\site-packages\pdfminer\cmap\README.txt,HighEntropyString,cmap**********CNS1,Low,28,    reading 'cmaprsrc/cid2code_Adobe_CNS1.txt'...
